course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,search_content
504036,Short Selling: Learn To Sell Stocks Before The Fall,https://www.udemy.com/short-selling-learn-to-sell-before-the-fall/,True,75,2276,106,19,Intermediate Level,1.5,2015-06-22 21:18:35+00:00,Business Finance,Short Selling: Learn To Sell Stocks Before The Fall Business Finance 2015-06-22 21:18:35+00:00 504036
719698,Basic Technical Analysis: Learn the structure of the market,https://www.udemy.com/learn-basic-technical-analysis/,True,20,4919,79,16,Beginner Level,1.5,2016-01-08 17:21:26+00:00,Business Finance,Basic Technical Analysis: Learn the structure of the market Business Finance 2016-01-08 17:21:26+00:00 719698
564966,The Complete Chart Pattern Trading Course: A Proven Approach,https://www.udemy.com/make-money-trading-stocks-from-home/,True,200,2666,115,52,All Levels,4.0,2015-08-10 21:07:35+00:00,Business Finance,The Complete Chart Pattern Trading Course: A Proven Approach Business Finance 2015-08-10 21:07:35+00:00 564966
606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,https://www.udemy.com/7-deadly-mistakes-of-investing/,True,50,5354,24,23,All Levels,1.5,2015-09-21 18:10:34+00:00,Business Finance,7 Deadly Mistakes of Investing that Will Slash Your Profits! Business Finance 2015-09-21 18:10:34+00:00 606928
58977,Financial Statements Made Easy,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,True,95,8095,249,12,Beginner Level,0.5833333333333334,2013-06-09 00:21:26+00:00,Business Finance,Financial Statements Made Easy Business Finance 2013-06-09 00:21:26+00:00 58977
1242604,Winning Forex Trading with Live Forex Trading Examples,https://www.udemy.com/forexmacross/,True,200,809,3,25,All Levels,2.0,2017-06-06 02:54:04+00:00,Business Finance,Winning Forex Trading with Live Forex Trading Examples Business Finance 2017-06-06 02:54:04+00:00 1242604
798740,Forex Traders - Create Your First Trading Robot. No Coding!,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,True,200,2295,84,39,All Levels,4.0,2016-05-02 19:26:48+00:00,Business Finance,Forex Traders - Create Your First Trading Robot. No Coding! Business Finance 2016-05-02 19:26:48+00:00 798740
506568,Create A Business From Home Trading Stocks Today In 2017,https://www.udemy.com/work-from-home-buying-penny-stocks/,True,75,10149,83,16,All Levels,2.0,2015-05-26 17:25:46+00:00,Business Finance,Create A Business From Home Trading Stocks Today In 2017 Business Finance 2015-05-26 17:25:46+00:00 506568
1020760,Introduction to Accounting : Mastering Financial Statements,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,True,50,1916,38,23,Beginner Level,1.0,2016-12-05 22:14:17+00:00,Business Finance,Introduction to Accounting : Mastering Financial Statements Business Finance 2016-12-05 22:14:17+00:00 1020760
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,https://www.udemy.com/ethereum/,True,45,2507,333,40,All Levels,2.0,2016-05-30 18:53:46+00:00,Business Finance,The Complete Ethereum Course: Get .01 Ether In Your Wallet Business Finance 2016-05-30 18:53:46+00:00 859742
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,True,150,5786,518,50,All Levels,5.0,2015-01-31 15:34:05+00:00,Business Finance,Beginner to Pro in PowerPoint: Complete PowerPoint Training Business Finance 2015-01-31 15:34:05+00:00 383414
353044,Investing 101: The Complete Online Investing Course,https://www.udemy.com/online-investing-guide/,True,200,5334,373,42,All Levels,4.5,2014-11-28 17:49:03+00:00,Business Finance,Investing 101: The Complete Online Investing Course Business Finance 2014-11-28 17:49:03+00:00 353044
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/,True,175,4005,237,25,Intermediate Level,2.0,2015-04-12 20:13:47+00:00,Business Finance,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager Business Finance 2015-04-12 20:13:47+00:00 447362
831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),https://www.udemy.com/learn-mql5/,True,150,2877,103,81,All Levels,4.5,2016-04-26 22:41:46+00:00,Business Finance,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5) Business Finance 2016-04-26 22:41:46+00:00 831066
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,True,140,1026,25,37,Beginner Level,3.0,2017-06-27 22:21:31+00:00,Business Finance,Forex Trading: Your Complete Guide to Get Started Like a Pro Business Finance 2017-06-27 22:21:31+00:00 1266306
1170894,Python Algo Stock Trading: Automate Your Trading!,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,True,95,1165,21,41,Beginner Level,2.5,2017-05-28 23:41:03+00:00,Business Finance,Python Algo Stock Trading: Automate Your Trading! Business Finance 2017-05-28 23:41:03+00:00 1170894
948974,THE Forex Robot: Incredible ROI (Robot Included),https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,True,200,1843,171,35,All Levels,1.5,2016-10-04 15:20:57+00:00,Business Finance,THE Forex Robot: Incredible ROI (Robot Included) Business Finance 2016-10-04 15:20:57+00:00 948974
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,https://www.udemy.com/bitcoin-for-beginners/,True,45,8797,449,80,All Levels,6.5,2015-01-09 03:55:15+00:00,Business Finance,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet Business Finance 2015-01-09 03:55:15+00:00 380970
1217778,Mastering High Probability Iron Condor Options Trading,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,True,200,1030,11,22,All Levels,2.0,2017-06-01 05:22:08+00:00,Business Finance,Mastering High Probability Iron Condor Options Trading Business Finance 2017-06-01 05:22:08+00:00 1217778
1246208,The Complete Short Course on Ethereum,https://www.udemy.com/ethereum1/,True,200,1041,12,28,All Levels,1.5,2017-06-11 19:02:03+00:00,Business Finance,The Complete Short Course on Ethereum Business Finance 2017-06-11 19:02:03+00:00 1246208
434774,Options Trading Stocks: Proven Toolbox For Financial Success,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,True,195,7884,118,68,Intermediate Level,10.0,2015-05-19 23:25:41+00:00,Business Finance,Options Trading Stocks: Proven Toolbox For Financial Success Business Finance 2015-05-19 23:25:41+00:00 434774
308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,https://www.udemy.com/forex-trading/,True,195,16900,2476,52,Beginner Level,5.5,2014-12-12 23:58:39+00:00,Business Finance,Forex Trading A-Z™ - With LIVE Examples of Forex Trading Business Finance 2014-12-12 23:58:39+00:00 308690
888716,"Introduction to Finance, Accounting, Modeling and Valuation",https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,True,200,11441,1118,61,All Levels,4.5,2016-06-28 06:12:23+00:00,Business Finance,"Introduction to Finance, Accounting, Modeling and Valuation Business Finance 2016-06-28 06:12:23+00:00 888716"
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,True,195,22257,2697,138,All Levels,7.5,2014-11-25 23:00:40+00:00,Business Finance,Beginner to Pro in Excel: Financial Modeling and Valuation Business Finance 2014-11-25 23:00:40+00:00 321410
965832,The Complete Investment Banking Course 2017,https://www.udemy.com/the-complete-investment-banking-course-2016/,True,195,8575,809,110,All Levels,5.5,2016-10-10 16:16:26+00:00,Business Finance,The Complete Investment Banking Course 2017 Business Finance 2016-10-10 16:16:26+00:00 965832
648826,The Complete Financial Analyst Course 2017,https://www.udemy.com/the-complete-financial-analyst-course/,True,195,24481,2347,174,All Levels,10.0,2016-01-21 01:38:48+00:00,Business Finance,The Complete Financial Analyst Course 2017 Business Finance 2016-01-21 01:38:48+00:00 648826
1035472,Python for Finance: Investment Fundamentals & Data Analytics,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,True,195,3811,278,103,All Levels,6.5,2017-03-30 22:17:09+00:00,Business Finance,Python for Finance: Investment Fundamentals & Data Analytics Business Finance 2017-03-30 22:17:09+00:00 1035472
1154754,Financial Modeling for Startups & Small Businesses,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,True,195,4991,137,79,Beginner Level,11.5,2017-03-29 22:36:05+00:00,Business Finance,Financial Modeling for Startups & Small Businesses Business Finance 2017-03-29 22:36:05+00:00 1154754
627540,Options Trading - How to Win with Weekly Options,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,True,115,7489,1190,25,Intermediate Level,1.0,2015-10-22 21:54:28+00:00,Business Finance,Options Trading - How to Win with Weekly Options Business Finance 2015-10-22 21:54:28+00:00 627540
301442,Black Algo Trading: Build Your Trading Robot,https://www.udemy.com/build-your-trading-robot/,True,200,20195,1113,227,All Levels,16.0,2014-10-27 22:01:36+00:00,Business Finance,Black Algo Trading: Build Your Trading Robot Business Finance 2014-10-27 22:01:36+00:00 301442
640100,Accounting & Financial Statement Analysis: Complete Training,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,True,150,10042,594,43,All Levels,3.0,2015-10-22 00:03:48+00:00,Business Finance,Accounting & Financial Statement Analysis: Complete Training Business Finance 2015-10-22 00:03:48+00:00 640100
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,https://www.udemy.com/cryptocurrency-trading/,True,95,367,42,35,All Levels,5.0,2017-06-21 23:18:47+00:00,Business Finance,Cryptocurrency Trading: Complete Guide To Trading Altcoins Business Finance 2017-06-21 23:18:47+00:00 1247394
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,https://www.udemy.com/backtesting/,True,200,10603,872,42,All Levels,5.5,2014-10-12 21:19:11+00:00,Business Finance,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included! Business Finance 2014-10-12 21:19:11+00:00 260470
1214702,Three Steps Trading - Live Trading - Real Account,https://www.udemy.com/three-steps-trading-live-trading-real-account/,True,190,1197,11,46,All Levels,5.0,2017-05-24 23:02:07+00:00,Business Finance,Three Steps Trading - Live Trading - Real Account Business Finance 2017-05-24 23:02:07+00:00 1214702
848664,Option Trading for Rookies:  Understand Options Completely,https://www.udemy.com/complete-course-introduction-to-option-trading/,True,150,2893,65,62,All Levels,2.0,2016-08-10 15:27:06+00:00,Business Finance,Option Trading for Rookies:  Understand Options Completely Business Finance 2016-08-10 15:27:06+00:00 848664
1142570,How I Learned Stock Trading (and How You Can Too),https://www.udemy.com/best-stock-traders/,True,200,1580,12,53,Expert Level,2.0,2017-05-02 21:20:54+00:00,Business Finance,How I Learned Stock Trading (and How You Can Too) Business Finance 2017-05-02 21:20:54+00:00 1142570
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,True,95,10605,71,77,All Levels,3.0,2014-10-24 18:13:49+00:00,Business Finance,Learn to Trade for Profit: Find and Trade Winning Stocks Business Finance 2014-10-24 18:13:49+00:00 325834
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,True,125,2996,200,23,Intermediate Level,2.0,2015-03-09 00:24:38+00:00,Business Finance,Trading Inside Bars - Master 1 Easy Pattern To Be Successful Business Finance 2015-03-09 00:24:38+00:00 411168
885974,Four Fundamentals of Financial Planning,https://www.udemy.com/four-fundamentals-of-financial-planning/,True,30,6219,23,20,All Levels,1.0,2017-02-14 04:42:58+00:00,Business Finance,Four Fundamentals of Financial Planning Business Finance 2017-02-14 04:42:58+00:00 885974
1151092,Options Trading - Calendar Spread Course for Every Trader,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,True,200,1113,11,17,All Levels,1.5,2017-04-02 21:46:00+00:00,Business Finance,Options Trading - Calendar Spread Course for Every Trader Business Finance 2017-04-02 21:46:00+00:00 1151092
358326,Dividend Investing: Build Your Portfolio for a Better Future,https://www.udemy.com/dividend-investing/,True,60,8314,83,47,Beginner Level,4.0,2015-01-24 06:31:19+00:00,Business Finance,Dividend Investing: Build Your Portfolio for a Better Future Business Finance 2015-01-24 06:31:19+00:00 358326
153210,Learn Accounting. Understand Business.,https://www.udemy.com/learn-accounting-understand-business/,True,200,5572,123,33,Beginner Level,5.5,2014-03-27 17:58:37+00:00,Business Finance,Learn Accounting. Understand Business. Business Finance 2014-03-27 17:58:37+00:00 153210
834836,How to Consistently Win Trading Stocks in 30 Days or Less,https://www.udemy.com/winningstocktrades/,True,145,1433,169,15,Intermediate Level,1.0,2016-05-09 05:44:33+00:00,Business Finance,How to Consistently Win Trading Stocks in 30 Days or Less Business Finance 2016-05-09 05:44:33+00:00 834836
1171994,A Beginner's Guide to Quantopian Futures API,https://www.udemy.com/quantopian-futures/,True,20,936,6,11,Intermediate Level,1.5,2017-04-11 00:59:50+00:00,Business Finance,A Beginner's Guide to Quantopian Futures API Business Finance 2017-04-11 00:59:50+00:00 1171994
1239068,How to Buy Cheap Options - Options Trading Pricing Model,https://www.udemy.com/options-black-scholes-model/,True,200,658,2,19,All Levels,1.0,2017-06-02 18:12:45+00:00,Business Finance,How to Buy Cheap Options - Options Trading Pricing Model Business Finance 2017-06-02 18:12:45+00:00 1239068
985922,Excel Crash Course: Master Excel for Financial Analysis,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,True,105,8121,689,40,All Levels,3.5,2016-10-18 00:51:59+00:00,Business Finance,Excel Crash Course: Master Excel for Financial Analysis Business Finance 2016-10-18 00:51:59+00:00 985922
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",https://www.udemy.com/financial-markets-a-to-z-for-beginners/,True,60,4187,600,79,Beginner Level,9.0,2016-02-29 18:45:41+00:00,Business Finance,"Comprehensive Guide to Financial Markets, Investing &Trading Business Finance 2016-02-29 18:45:41+00:00 765562"
165964,Stock Trading Ninja: Complete System For Trading Success,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,True,155,9445,497,38,All Levels,4.5,2014-02-19 19:04:28+00:00,Business Finance,Stock Trading Ninja: Complete System For Trading Success Business Finance 2014-02-19 19:04:28+00:00 165964
855172,Hedge and Mutual Fund Careers: The Complete Guide,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,True,200,3255,340,102,All Levels,8.5,2016-06-20 20:17:12+00:00,Business Finance,Hedge and Mutual Fund Careers: The Complete Guide Business Finance 2016-06-20 20:17:12+00:00 855172
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,https://www.udemy.com/learn-mql4/,True,185,7941,713,40,All Levels,6.5,2014-08-11 08:01:14+00:00,Business Finance,Algorithmic Trading In Forex: Create Your First Forex Robot! Business Finance 2014-08-11 08:01:14+00:00 258232
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,True,150,1680,158,76,All Levels,5.5,2016-11-26 04:09:14+00:00,Business Finance,The Power Modeling Bootcamp: Advanced Excel in 10 Days Business Finance 2016-11-26 04:09:14+00:00 994754
43319,Options Trading Basics (3-Course Bundle),https://www.udemy.com/learn-options-trading-courses/,True,180,10100,985,45,Beginner Level,11.0,2013-02-25 11:36:06+00:00,Business Finance,Options Trading Basics (3-Course Bundle) Business Finance 2013-02-25 11:36:06+00:00 43319
408440,How to Win 97% of Your Options Trades,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,True,125,5050,461,26,All Levels,1.5,2015-02-10 04:21:40+00:00,Business Finance,How to Win 97% of Your Options Trades Business Finance 2015-02-10 04:21:40+00:00 408440
918688,How I Make Consistent Returns Trading Options,https://www.udemy.com/how-i-make-15-per-month-trading-options/,True,200,2310,162,26,All Levels,3.5,2016-10-05 17:42:52+00:00,Business Finance,How I Make Consistent Returns Trading Options Business Finance 2016-10-05 17:42:52+00:00 918688
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",https://www.udemy.com/money-management/,True,185,5528,506,32,All Levels,3.0,2015-02-19 11:31:27+00:00,Business Finance,"Forex Strategies: Kelly Criterion, Larry Williams and more! Business Finance 2015-02-19 11:31:27+00:00 308694"
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,True,125,6451,237,28,All Levels,5.0,2014-04-16 13:58:31+00:00,Business Finance,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex Business Finance 2014-04-16 13:58:31+00:00 199450"
401784,Options Trading Introduction: Day Trade Stock Options,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,True,95,12394,218,30,Beginner Level,2.5,2015-02-20 21:39:41+00:00,Business Finance,Options Trading Introduction: Day Trade Stock Options Business Finance 2015-02-20 21:39:41+00:00 401784
1122792,The Almost Perfect Options Trading Strategy System - Unique,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,True,200,1793,18,15,All Levels,1.0,2017-03-03 21:43:05+00:00,Business Finance,The Almost Perfect Options Trading Strategy System - Unique Business Finance 2017-03-03 21:43:05+00:00 1122792
709500,Forex Trading -  Learn to Trade Forex Like the Banks,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,True,20,3223,240,23,All Levels,1.0,2016-03-30 15:29:03+00:00,Business Finance,Forex Trading -  Learn to Trade Forex Like the Banks Business Finance 2016-03-30 15:29:03+00:00 709500
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,https://www.udemy.com/introduction-to-japanese-candlesticks/,True,60,16385,273,45,Beginner Level,3.0,2014-09-02 03:53:13+00:00,Business Finance,Learn to Trade for Profit:Trading with Japanese Candlesticks Business Finance 2014-09-02 03:53:13+00:00 285638
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,True,200,1487,16,18,All Levels,2.0,2017-03-08 21:09:41+00:00,Business Finance,The Most Powerful Options Spread Trading Front Ratio Spread Business Finance 2017-03-08 21:09:41+00:00 1135126
834558,What Finance Job is for You? Explanation of 14 Finance Roles,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,True,200,2951,232,60,All Levels,4.0,2016-05-04 05:22:32+00:00,Business Finance,What Finance Job is for You? Explanation of 14 Finance Roles Business Finance 2016-05-04 05:22:32+00:00 834558
551968,The Blueprint for Successful Stock Trading,https://www.udemy.com/stock-market-millionaire-blueprint/,True,120,2697,331,15,All Levels,1.0,2015-08-13 18:58:05+00:00,Business Finance,The Blueprint for Successful Stock Trading Business Finance 2015-08-13 18:58:05+00:00 551968
1005658,Trading for Beginners - Intermediate Level,https://www.udemy.com/trading-for-beginners-tier-2/,True,150,3979,40,39,Beginner Level,5.0,2016-11-09 01:45:20+00:00,Business Finance,Trading for Beginners - Intermediate Level Business Finance 2016-11-09 01:45:20+00:00 1005658
746432,Start Trading Stocks Using Technical Analysis!,https://www.udemy.com/professional-stock-trader/,True,25,3190,244,45,All Levels,4.0,2016-02-03 17:10:31+00:00,Business Finance,Start Trading Stocks Using Technical Analysis! Business Finance 2016-02-03 17:10:31+00:00 746432
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,https://www.udemy.com/hedge-fund-startup/,True,200,1406,71,54,Expert Level,1.5,2017-01-18 20:55:27+00:00,Business Finance,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step Business Finance 2017-01-18 20:55:27+00:00 1057242
284118,VPS for Forex Trading - Protect Your Forex Robots,https://www.udemy.com/forex-vps/,True,160,4252,225,24,All Levels,2.0,2014-09-19 04:07:58+00:00,Business Finance,VPS for Forex Trading - Protect Your Forex Robots Business Finance 2014-09-19 04:07:58+00:00 284118
302562,Introduction to Accounting: The Language of Business,https://www.udemy.com/learnaccountingforfree/,True,20,11958,370,134,Beginner Level,11.5,2014-10-02 09:16:55+00:00,Business Finance,Introduction to Accounting: The Language of Business Business Finance 2014-10-02 09:16:55+00:00 302562
596598,Basic Excel for Basic Bookkeeping and Accounting,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,True,95,7743,340,33,Beginner Level,1.5,2015-09-10 00:30:48+00:00,Business Finance,Basic Excel for Basic Bookkeeping and Accounting Business Finance 2015-09-10 00:30:48+00:00 596598
860890,"Using 'The Greeks To Understand Options""",https://www.udemy.com/options-greeks/,True,50,2134,55,5,All Levels,1.0,2016-07-13 18:37:40+00:00,Business Finance,"Using 'The Greeks To Understand Options"" Business Finance 2016-07-13 18:37:40+00:00 860890"
951050,Trading Options For Consistent Returns: Calendar Spreads,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,True,200,1214,69,20,All Levels,1.5,2016-10-07 04:58:46+00:00,Business Finance,Trading Options For Consistent Returns: Calendar Spreads Business Finance 2016-10-07 04:58:46+00:00 951050
796450,How to Create Your Personal Budget,https://www.udemy.com/personal-budget/,True,20,3870,53,10,All Levels,1.0,2016-03-21 21:09:49+00:00,Business Finance,How to Create Your Personal Budget Business Finance 2016-03-21 21:09:49+00:00 796450
502772,The Complete Value Investing Course: A Proven Approach,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,True,200,2146,212,49,All Levels,4.5,2015-06-16 22:43:07+00:00,Business Finance,The Complete Value Investing Course: A Proven Approach Business Finance 2015-06-16 22:43:07+00:00 502772
1102462,FOREX Trading with Price Action,https://www.udemy.com/forex-trading-system/,True,195,484,57,19,Beginner Level,1.0,2017-03-14 18:30:55+00:00,Business Finance,FOREX Trading with Price Action Business Finance 2017-03-14 18:30:55+00:00 1102462
1062092,Emini ES Futures - Advanced Non Directional Options Trading,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,True,200,1057,15,14,All Levels,1.5,2017-01-11 20:48:19+00:00,Business Finance,Emini ES Futures - Advanced Non Directional Options Trading Business Finance 2017-01-11 20:48:19+00:00 1062092
891484,Forex Trading - Advanced Fundamental Analysis,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,True,20,1754,100,49,Intermediate Level,2.5,2016-06-30 17:06:46+00:00,Business Finance,Forex Trading - Advanced Fundamental Analysis Business Finance 2016-06-30 17:06:46+00:00 891484
1217064,How To Invest With Tiny Capital In Stocks ?,https://www.udemy.com/howtoinvest5k/,True,20,1239,5,6,Beginner Level,0.7,2017-05-23 16:07:09+00:00,Business Finance,How To Invest With Tiny Capital In Stocks ? Business Finance 2017-05-23 16:07:09+00:00 1217064
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,True,95,2493,276,108,All Levels,9.5,2015-01-31 19:02:09+00:00,Business Finance,Learn How To Successfully Trade Stocks: In 5 Simple Steps Business Finance 2015-01-31 19:02:09+00:00 382204
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,https://www.udemy.com/metatrader4/,True,150,2602,402,57,Beginner Level,5.0,2015-10-28 17:32:56+00:00,Business Finance,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader Business Finance 2015-10-28 17:32:56+00:00 308696
474928,Intermediate Options trading concepts for Stocks and Options,https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/,True,40,2000,30,9,All Levels,1.0,2015-04-13 20:28:04+00:00,Business Finance,Intermediate Options trading concepts for Stocks and Options Business Finance 2015-04-13 20:28:04+00:00 474928
